strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/turkey/Iowa/22-009825-005-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052420	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009839-001-original/2022	2022-03-30	avian_flu	North America	United States	Avian	EPI_ISL_13052422	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Dakota/22-009840-001-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052423	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009841-001-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052424	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Missouri/22-009845-004-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052425	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wyoming/22-009849-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_13052426	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/silkie_chicken/Wisconsin/22-009934-002-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052427	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009976-003-original/2022	2022-03-31	avian_flu	North America	United States	Avian	EPI_ISL_13052429	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Dakota/22-009978-001-original/2022	2022-04-01	avian_flu	North America	United States	Avian	EPI_ISL_13052430	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Dakota/22-009978-002-original/2022	2022-04-01	avian_flu	North America	United States	Avian	EPI_ISL_13052431	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009979-001-original/2022	2022-04-01	avian_flu	North America	United States	Avian	EPI_ISL_13052432	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009979-002-original/2022	2022-04-01	avian_flu	North America	United States	Avian	EPI_ISL_13052433	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-013774-002-original/2022	2022-05	avian_flu	North America	United States	Mammal	EPI_ISL_13052717	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-013774-009-original/2022	2022-05	avian_flu	North America	United States	Mammal	EPI_ISL_13052718	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-013774-014-original/2022	2022-05	avian_flu	North America	United States	Mammal	EPI_ISL_13052719	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Minnesota/22-014182-001-original/2022	2022-04-22	avian_flu	North America	United States	Mammal	EPI_ISL_13052720	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Iowa/22-014421-001-original/2022	2022-05-06	avian_flu	North America	United States	Mammal	EPI_ISL_13052721	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Minnesota/22-014660-001-original/2022	2022-05-10	avian_flu	North America	United States	Mammal	EPI_ISL_13052722	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Minnesota/22-014660-002-original/2022	2022-05-10	avian_flu	North America	United States	Mammal	EPI_ISL_13052723	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Minnesota/22-014661-001-original/2022	2022-05-09	avian_flu	North America	United States	Mammal	EPI_ISL_13052724	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-010-original/2022	2022-05-03	avian_flu	North America	United States	Mammal	EPI_ISL_13052725	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-016-original/2022	2022-05-03	avian_flu	North America	United States	Mammal	EPI_ISL_13052726	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-023-original/2022	2022-05-06	avian_flu	North America	United States	Mammal	EPI_ISL_13052727	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-029-original/2022	2022-05-06	avian_flu	North America	United States	Mammal	EPI_ISL_13052728	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Chicken/BC/FAV-0346-OS/2022	2022-04-29	avian_flu	North America	Canada	Avian	EPI_ISL_13116131	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Chicken/BC/FAV-0348-OS/2022	2022-05-05	avian_flu	North America	Canada	Avian	EPI_ISL_13117168	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Chicken/BC/FAV-0402-OS/2022	2022-05-12	avian_flu	North America	Canada	Avian	EPI_ISL_13117288	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Chicken/BC/FAV-0369-OS/2022	2022-03-05	avian_flu	North America	Canada	Avian	EPI_ISL_13117289	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Chicken/BC/FAV-0460-OS/2022	2022-05-14	avian_flu	North America	Canada	Avian	EPI_ISL_13117290	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Chicken/BC/FAV-0488-OS/2022	2022-05-18	avian_flu	North America	Canada	Avian	EPI_ISL_13117299	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/harbor_seal/Maine/22-020455-001-original/2022	2022-06-24	avian_flu	North America	United States	Mammal	EPI_ISL_14098915	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020455-002-original/2022	2022-06-24	avian_flu	North America	United States	Mammal	EPI_ISL_14098916	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020455-003-original/2022	2022-06-22	avian_flu	North America	United States	Mammal	EPI_ISL_14098917	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020455-004-original/2022	2022-06-26	avian_flu	North America	United States	Mammal	EPI_ISL_14098918	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020455-005-original/2022	2022-06-27	avian_flu	North America	United States	Mammal	EPI_ISL_14098919	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020983-001-original/2022	2022-06-29	avian_flu	North America	United States	Mammal	EPI_ISL_14098920	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020983-002-original/2022	2022-06-29	avian_flu	North America	United States	Mammal	EPI_ISL_14098921	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/grey_seal/Maine/22-020983-003-original/2022	2022-06-29	avian_flu	North America	United States	Mammal	EPI_ISL_14098922	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020983-006-original/2022	2022-06-29	avian_flu	North America	United States	Mammal	EPI_ISL_14098923	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/harbor_seal/Maine/22-020983-007-original/2022	2022-06-29	avian_flu	North America	United States	Mammal	EPI_ISL_14098924	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Vulpes_vulpes/New_York/074441/2022	2022-04-04	avian_flu	North America	United States	Mammal	EPI_ISL_14533193	Cornell University	Cornell University
A/Vulpes_vulpes/New_York/088592/2022	2022-04-25	avian_flu	North America	United States	Mammal	EPI_ISL_14551957	Cornell University	Cornell University
A/bald_eagle/Kansas/W22-197/2022	2022-03-13	avian_flu	North America	United States	Avian	EPI_ISL_14936999	?	?
A/snow_goose/Kansas/W22-199D/2022	2022-03-12	avian_flu	North America	United States	Avian	EPI_ISL_14937000	?	?
A/snow_goose/Kansas/W22-199F/2022	2022-03-12	avian_flu	North America	United States	Avian	EPI_ISL_14937001	?	?
A/bald_eagle/Georgia/W22-194B/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_14937002	?	?
A/bald_eagle/Florida/W22-191/2022	2022-03-08	avian_flu	North America	United States	Avian	EPI_ISL_14937069	?	?
A/bald_eagle/Florida/W22-195/2022	2022-03-13	avian_flu	North America	United States	Avian	EPI_ISL_14937070	?	?
A/bald_eagle/Georgia/W22-202/2022	2022-03-01	avian_flu	North America	United States	Avian	EPI_ISL_14937071	?	?
A/bald_eagle/Florida/W22-153B/2022	2022-02-28	avian_flu	North America	United States	Avian	EPI_ISL_15214832	?	?
A/common_tern/Maine/W22-480A/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_15214835	?	?
A/snow_goose/Kansas/W22-260/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_15214837	?	?
A/common_eiders/Maine/W22-481B/2022	2022-06-12	avian_flu	North America	United States	Avian	EPI_ISL_15214838	?	?
A/bald_eagle/Florida/W22-153A/2022	2022-02-28	avian_flu	North America	United States	Avian	EPI_ISL_15214839	?	?
A/common_tern/Maine/W22-480B/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_15214841	?	?
A/Ross-s_goose/North_Dakota/N22-08/2022	2022-04-08	avian_flu	North America	United States	Avian	EPI_ISL_15214843	?	?
A/lesser_snow_goose/North_Dakota/ND-10/2022	2022-04-08	avian_flu	North America	United States	Avian	EPI_ISL_15214845	?	?
A/snow_goose/Kansas/W22-174B/2022	2022-03-06	avian_flu	North America	United States	Avian	EPI_ISL_15214846	?	?
A/common_eiders/Maine/W22-481A/2022	2022-06-12	avian_flu	North America	United States	Avian	EPI_ISL_15215193	?	?
A/bald_eagle/North_Carolina/W22-140/2022	2022-02-22	avian_flu	North America	United States	Avian	EPI_ISL_15215277	?	?
A/hooded_merganser/Florida/W22-154/2022	2022-03-01	avian_flu	North America	United States	Avian	EPI_ISL_15215278	?	?
A/bald_eagle/Kansas/W22-185/2022	2022-03-06	avian_flu	North America	United States	Avian	EPI_ISL_15215280	?	?
A/Lesser_scaup/MD/-LC-EESC-024/2022	2022-01-23	avian_flu	North America	United States	Avian	EPI_ISL_15614805	?	?
A/red-tailed_hawk/Kansas/W22-198/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_15614807	?	?
A/Bald_Eagle/BC/OTH-33-36/2022_(H5N1)	2022-02-03	avian_flu	North America	Canada	Avian	EPI_ISL_15843373	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/Broiler_Chicken/BC/FAV-0228/2022_(H5N1)	2022-04-12	avian_flu	North America	Canada	Avian	EPI_ISL_15844573	Canadian Food Inspection Agency	Animal Health Centre, Ministry of Agriculture
A/chicken/Pennsylvania/22-012091-001-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171247	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Pennsylvania/22-012092-003-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171248	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Pennsylvania/22-012092-005-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171249	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Dakota/22-012099-001-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171250	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Dakota/22-012099-002-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171251	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Dakota/22-012100-001-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171252	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-012123-001-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171254	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-012125-001-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171255	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-012125-002-original/2022	2022-04-19	avian_flu	North America	United States	Avian	EPI_ISL_16171256	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
